team,year,conference,seed,wins,losses,win_pct,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating,ncaa_wins,ncaa_loss
Georgetown,1995,Big East,6,19,9,0.679,75.5,69.3,12.76,6.53,26.7,61.3,0.436,22.1,45.3,0.489,4.6,16.0,0.287,17.5,26.9,0.65,,,39.9,12.1,10.5,5.4,17.9,19.6,,,"Xavier, Weber State",North Carolina
Arizona State,1995,Pac-10,5,22,8,0.733,78.3,70.6,16.7,9.0,28.9,61.6,0.469,22.5,42.5,0.528,6.4,19.1,0.337,14.1,22.7,0.62,,,35.2,18.4,10.5,5.0,16.4,18.7,,,"Ball State, Manhattan",Kentucky
Oklahoma,1995,Big Eight,4,23,8,0.742,81.7,73.6,15.22,7.1,28.6,60.8,0.471,21.8,41.8,0.522,6.8,18.9,0.36,17.6,23.6,0.747,,,38.7,17.7,6.8,4.0,14.5,20.3,,,,Manhattan
Michigan State,1995,Big Ten,3,22,5,0.815,78.4,68.8,17.49,7.92,29.6,59.4,0.498,24.0,45.6,0.525,5.6,13.8,0.408,13.5,20.1,0.673,,,38.4,16.5,6.4,1.6,14.0,17.7,,,,Weber State
North Carolina,1995,ACC,2,24,5,0.828,84.4,74.0,23.58,13.13,30.7,60.4,0.508,22.9,41.4,0.553,7.8,19.1,0.41,15.2,22.4,0.678,,,37.9,16.9,6.2,5.2,12.9,14.0,,,"Murray State, Iowa State, Georgetown, Kentucky",Arkansas
Kentucky,1995,SEC,1,25,4,0.862,87.4,69.0,28.07,9.71,30.8,67.0,0.46,22.4,44.7,0.502,8.4,22.3,0.375,17.5,24.3,0.719,,,40.5,19.6,10.5,5.3,14.8,22.2,,,"Mount St. Mary's, Tulane, Arizona State",North Carolina
North Carolina A&T,1995,MEAC,16,15,14,0.517,68.2,71.9,-14.09,-9.2,23.7,56.0,0.424,17.2,36.8,0.467,6.6,19.2,0.342,14.2,21.0,0.677,,,33.1,11.2,8.2,2.2,15.5,19.3,,,,Wake Forest
Saint Peter's,1995,MAAC,15,19,10,0.655,68.3,67.1,-1.96,-3.12,25.3,55.6,0.454,21.9,45.3,0.485,3.3,10.4,0.322,14.4,20.8,0.693,,,35.2,14.5,6.7,2.6,15.5,17.3,,,,Massachusetts
Old Dominion,1995,CAA,14,20,11,0.645,77.2,74.3,4.16,1.28,26.2,58.9,0.445,19.4,40.0,0.485,6.8,18.9,0.361,17.9,25.0,0.717,,,35.5,16.3,9.4,4.2,14.9,18.1,,,Villanova,Tulsa
Drexel,1995,NAC,13,22,7,0.759,75.4,66.0,5.68,-3.69,25.7,57.9,0.444,19.1,39.6,0.483,6.6,18.3,0.361,17.3,24.8,0.699,,,39.9,15.5,5.6,2.8,14.9,20.1,,,,Oklahoma State
Penn,1995,Ivy League,12,22,5,0.815,82.2,67.5,9.32,-5.39,30.1,63.6,0.474,21.3,41.9,0.509,8.8,21.6,0.408,13.1,19.9,0.658,,,38.4,18.2,8.7,3.3,12.3,16.2,,,,Alabama
Illinois,1995,Big Ten,11,19,11,0.633,73.1,68.5,11.97,7.71,26.5,59.4,0.447,21.2,44.6,0.474,5.4,14.8,0.365,14.6,22.4,0.651,,,37.8,12.8,5.6,1.7,13.7,19.0,,,,Tulsa
Stanford,1995,Pac-10,10,19,8,0.704,79.0,73.1,13.11,7.24,26.7,59.8,0.446,21.8,47.3,0.461,4.9,12.4,0.391,20.8,28.5,0.729,,,38.4,13.6,6.9,2.8,13.0,19.8,,,Charlotte,Massachusetts
Saint Louis,1995,Great Midwest,9,22,7,0.759,75.8,62.6,17.3,4.08,25.3,57.4,0.44,16.1,33.9,0.476,9.2,23.5,0.389,16.1,23.2,0.692,,,35.3,15.2,8.0,1.1,11.4,17.4,,,Minnesota,Wake Forest
Minnesota,1995,Big Ten,8,19,11,0.633,76.1,68.5,13.96,6.31,27.1,62.8,0.432,20.6,43.4,0.475,6.5,19.4,0.336,15.4,22.3,0.689,,,40.9,16.6,7.8,2.7,15.5,22.2,,,,Saint Louis
UNC Charlotte,1995,Metro,7,19,8,0.704,74.5,68.8,9.28,3.56,26.3,59.7,0.44,20.9,44.3,0.471,5.4,15.4,0.35,16.6,22.4,0.744,,,40.5,15.3,6.4,5.4,14.9,20.5,,,,Stanford
Tulsa,1995,Missouri Valley,6,22,7,0.759,74.8,67.4,12.37,4.66,24.6,59.1,0.415,17.7,38.8,0.455,6.9,20.3,0.341,18.8,26.2,0.718,,,41.5,14.7,7.3,3.5,14.1,19.1,,,"Illinois, Old Dominion",Massachusetts
Alabama,1995,SEC,5,22,9,0.71,73.0,64.1,15.5,6.62,27.0,59.7,0.453,20.8,41.0,0.506,6.3,18.7,0.335,12.6,19.6,0.644,,,42.0,15.2,6.1,6.1,15.8,17.7,,,Pennsylvania,Oklahoma State
Oklahoma State,1995,Big Eight,4,23,9,0.719,77.3,64.3,21.72,10.26,27.5,54.7,0.502,21.1,38.5,0.549,6.3,16.2,0.389,16.0,23.6,0.68,,,36.6,17.7,8.1,3.2,15.3,18.5,,,"Drexel, Alabama, Wake Forest, Massachusetts",UCLA
Villanova,1995,Big East,3,25,7,0.781,78.4,70.1,16.39,8.3,28.4,59.0,0.482,20.4,38.6,0.527,8.1,20.4,0.395,13.5,18.7,0.722,,,35.4,18.8,8.2,4.9,14.3,17.3,,,,Old Dominion
UMass,1995,Atlantic 10,2,26,4,0.867,80.9,65.7,23.19,8.07,29.4,63.6,0.462,24.1,48.1,0.501,5.3,15.5,0.342,16.7,25.4,0.659,,,44.3,17.1,7.8,8.0,14.7,19.5,,,"Saint Peter's, Stanford, Tulsa",Oklahoma State
Wake Forest,1995,ACC,1,24,5,0.828,71.4,62.8,19.5,10.91,24.8,53.0,0.468,17.8,33.8,0.528,7.0,19.2,0.363,14.8,19.4,0.764,,,35.8,13.2,5.3,5.6,13.6,14.1,,,"North Carolina A&T, Saint Louis",Oklahoma State
Navy,1994,Patriot,16,17,12,0.586,74.9,73.6,-7.54,-8.88,26.8,58.6,0.457,20.7,43.0,0.482,6.0,15.6,0.388,15.4,24.5,0.627,,,39.4,15.4,7.8,2.7,16.9,22.0,,,,Missouri
Loyola (MD),1994,MAAC,15,17,12,0.586,78.6,78.7,-3.14,-3.07,27.0,61.4,0.44,21.2,44.0,0.482,5.8,17.4,0.335,18.7,27.2,0.688,,,37.8,15.6,8.8,1.6,18.0,20.1,,,,Arizona
Boise State,1994,Big Sky,14,17,12,0.586,72.5,69.0,2.1,0.21,28.3,59.3,0.477,25.1,48.7,0.515,3.2,10.6,0.302,12.7,21.6,0.59,,,36.6,17.3,8.9,4.8,16.2,18.5,,,,Louisville
Hawaii,1994,WAC,13,18,14,0.562,72.0,74.5,1.58,4.1,26.5,60.7,0.437,20.5,43.9,0.466,6.1,16.8,0.362,12.8,19.7,0.653,,,35.4,15.9,5.8,3.9,14.7,19.8,,,,Syracuse
UW–Green Bay,1994,Mid-Continent,12,22,6,0.786,66.4,55.1,9.47,-1.89,24.2,49.4,0.49,19.9,37.8,0.526,4.4,11.6,0.374,13.6,17.9,0.761,,,32.4,17.1,7.3,2.5,12.9,17.4,,,California,Syracuse
Southern Illinois,1994,Missouri Valley,11,23,6,0.793,79.0,70.9,7.09,0.37,28.9,59.3,0.488,24.0,45.5,0.528,4.9,13.7,0.357,16.3,24.0,0.678,,,39.0,16.2,7.7,3.4,14.9,19.2,,,,Minnesota
New Mexico,1994,WAC,10,23,7,0.767,77.7,67.5,9.5,0.88,26.0,57.7,0.45,16.3,32.5,0.501,9.7,25.2,0.384,16.1,22.0,0.733,,,39.6,13.2,5.3,3.6,12.6,15.0,,,,Virginia
Wisconsin,1994,Big Ten,9,17,10,0.63,77.9,72.4,15.34,9.93,28.1,60.5,0.465,20.4,39.5,0.516,7.8,21.0,0.369,13.9,20.7,0.671,,,37.6,16.3,6.9,4.7,15.5,20.4,,,Cincinnati,Missouri
Cincinnati,1994,Great Midwest,8,22,9,0.71,77.7,68.5,15.3,6.18,26.9,62.9,0.428,19.0,41.2,0.461,7.9,21.7,0.365,15.9,23.3,0.685,,,39.7,13.5,7.9,2.5,14.9,19.2,,,,Wisconsin
Virginia,1994,ACC,7,17,12,0.586,64.1,65.7,9.64,11.26,22.5,58.3,0.387,18.2,44.4,0.41,4.3,13.8,0.312,14.7,22.3,0.661,,,38.8,12.2,6.1,4.9,14.7,19.7,,,New Mexico,Arizona
Minnesota,1994,Big Ten,6,20,11,0.645,74.3,66.1,19.06,10.27,27.5,59.9,0.459,22.1,45.0,0.49,5.4,14.9,0.363,13.9,20.0,0.697,,,36.8,17.3,7.5,2.4,12.6,18.3,,,Southern Illinois,Louisville
California,1994,Pac-10,5,22,7,0.759,78.6,71.5,14.29,7.19,27.9,59.7,0.467,22.1,42.2,0.522,5.8,17.5,0.334,17.0,25.3,0.67,,,37.9,17.6,8.6,4.0,14.6,18.7,,,,Green Bay
Syracuse,1994,Big East,4,21,6,0.778,83.9,74.9,17.8,8.83,31.7,66.4,0.477,26.9,50.9,0.529,4.8,15.6,0.306,15.8,22.1,0.715,,,41.3,16.7,8.9,5.3,15.1,20.9,,,"Hawaii, Green Bay",Missouri
Louisville,1994,Metro,3,26,5,0.839,80.2,68.8,18.77,7.41,29.4,60.2,0.488,22.8,42.2,0.54,6.6,18.0,0.367,14.9,23.4,0.635,,,39.0,16.6,8.6,5.0,15.0,15.6,,,"Boise State, Minnesota",Arizona
Arizona,1994,Pac-10,2,25,5,0.833,89.3,74.4,23.76,8.9,31.7,65.4,0.484,23.7,42.9,0.552,8.0,22.5,0.355,18.0,25.3,0.712,,,41.5,16.6,8.1,2.9,13.7,18.2,,,"Loyola (MD), Virginia, Louisville, Missouri",Arkansas
Missouri,1994,Big Eight,1,25,3,0.893,81.0,73.8,15.68,8.29,28.1,61.4,0.457,21.7,43.4,0.499,6.4,18.0,0.355,18.5,27.3,0.679,,,39.5,15.4,7.1,3.2,14.9,20.3,,,"Navy, Wisconsin, Syracuse",Arizona
UCF,1994,TAAC,16,21,8,0.724,80.6,77.3,-6.17,-7.74,29.4,62.9,0.468,24.7,49.2,0.503,4.7,13.8,0.341,17.0,25.1,0.68,,,40.3,15.6,7.1,3.8,14.8,20.3,,,,Purdue
Texas Southern,1994,SWAC,15,19,10,0.655,83.2,78.1,-5.92,-7.38,29.0,67.6,0.429,22.2,46.1,0.482,6.7,21.4,0.314,18.5,27.7,0.669,,,42.9,13.7,7.6,2.4,12.6,19.4,,,,Duke
Tennessee State,1994,Ohio Valley,14,19,11,0.633,80.3,74.2,0.05,-2.74,29.5,63.6,0.463,22.3,44.0,0.508,7.1,19.6,0.363,14.2,21.8,0.651,,,42.7,14.9,5.5,4.7,16.0,18.8,,,,Kentucky
Chattanooga,1994,Southern,13,23,6,0.793,81.7,77.0,2.02,-1.73,27.5,58.2,0.473,20.0,38.3,0.522,7.6,19.9,0.38,19.1,26.7,0.714,,,37.3,15.3,6.9,2.7,14.3,16.6,,,,Kansas
College of Charleston,1994,TAAC,12,24,3,0.889,76.7,65.5,4.61,-5.69,27.8,56.2,0.495,22.3,42.5,0.526,5.5,13.8,0.4,15.5,24.0,0.648,,,36.8,15.5,9.3,3.3,13.4,19.4,,,,Wake Forest
Southwestern Louisiana,1994,Sun Belt,11,22,7,0.759,78.8,71.9,5.34,-1.04,28.3,62.7,0.452,21.6,43.3,0.498,6.7,19.4,0.347,15.4,21.6,0.716,,,34.3,14.1,9.7,3.9,12.1,17.5,,,,Marquette
Seton Hall,1994,Big East,10,17,12,0.586,68.6,65.7,13.59,10.69,22.3,55.9,0.398,15.7,36.5,0.43,6.6,19.4,0.34,17.5,25.7,0.681,,,37.8,11.7,7.2,4.8,14.6,19.2,,,,Michigan State
Alabama,1994,SEC,9,19,9,0.679,73.6,69.5,10.28,6.15,26.2,58.7,0.447,21.0,43.1,0.487,5.3,15.6,0.338,15.9,24.1,0.658,,,39.6,13.1,7.9,5.2,16.9,19.4,,,Providence,Purdue
Providence,1994,Big East,8,20,9,0.69,79.3,70.0,19.24,9.91,28.2,61.0,0.462,23.6,47.7,0.494,4.6,13.3,0.348,18.3,26.0,0.703,,,38.7,17.4,8.0,3.2,13.9,17.6,,,,Alabama
Michigan State,1994,Big Ten,7,19,11,0.633,75.8,70.8,15.77,10.8,29.5,58.6,0.503,24.5,45.5,0.54,5.0,13.1,0.379,11.8,17.7,0.668,,,36.8,16.1,6.7,2.8,15.9,17.7,,,Seton Hall,Duke
Marquette,1994,Great Midwest,6,22,8,0.733,69.6,61.8,15.63,8.01,24.8,55.1,0.45,18.6,39.2,0.476,6.2,15.9,0.389,13.8,20.4,0.677,,,39.8,17.6,5.0,5.9,13.1,15.4,,,"Louisiana, Kentucky",Duke
Wake Forest,1994,ACC,5,20,11,0.645,71.3,65.5,13.92,7.89,24.8,55.5,0.446,18.6,39.9,0.467,6.1,15.6,0.392,15.7,21.2,0.739,,,36.5,12.6,5.7,5.1,12.2,16.0,,,College of Charleston,Kansas
Kansas,1994,Big Eight,4,25,7,0.781,80.5,68.3,20.7,8.61,29.3,62.3,0.47,23.6,47.2,0.5,5.7,15.1,0.379,16.1,25.5,0.632,,,42.8,17.9,7.9,5.5,16.1,18.8,,,"Chattanooga, Wake Forest",Purdue
Kentucky,1994,SEC,3,26,6,0.812,86.8,74.6,21.73,9.47,30.2,64.6,0.468,21.4,39.4,0.543,8.9,25.2,0.351,17.6,25.7,0.682,,,38.3,19.1,11.6,5.7,15.7,22.4,,,Tennessee State,Marquette
Duke,1994,ACC,2,23,5,0.821,77.6,67.3,19.29,9.0,27.9,57.4,0.486,22.9,43.6,0.525,5.1,13.9,0.365,16.7,23.4,0.711,,,36.1,15.6,7.1,6.0,14.1,15.7,,,"Texas Southern, Michigan State, Marquette, Purdue, Florida",Arkansas
Purdue,1994,Big Ten,1,26,4,0.867,84.4,73.1,21.38,10.0,30.9,65.9,0.469,23.5,46.9,0.501,7.4,19.1,0.389,15.3,21.8,0.701,,,40.5,17.2,7.2,3.0,13.9,19.2,,,"UCF, Alabama, Kansas",Duke
North Carolina A&T,1994,MEAC,16,16,13,0.552,75.5,77.3,-10.08,-7.83,25.4,55.2,0.46,20.0,40.4,0.496,5.4,14.9,0.361,19.3,27.9,0.693,,,37.3,11.3,8.8,2.3,19.3,18.3,,,,Arkansas
Southwest Texas State,1994,Southland,15,25,6,0.806,72.8,64.7,-0.12,-7.36,26.9,55.4,0.485,23.4,44.7,0.523,3.5,10.7,0.329,15.4,25.9,0.597,,,38.8,14.1,7.5,3.1,13.8,18.0,,,,Massachusetts
Pepperdine,1994,WCC,14,19,10,0.655,72.5,64.5,9.16,2.56,27.0,57.0,0.474,21.6,42.9,0.504,5.4,14.1,0.381,13.1,20.4,0.643,,,37.0,15.9,8.4,3.2,14.3,17.3,,,,Michigan
New Mexico State,1994,Big West,13,23,7,0.767,80.6,71.4,6.24,-0.63,29.2,64.0,0.455,22.7,44.5,0.51,6.4,19.5,0.329,15.9,27.7,0.573,,,41.5,16.5,10.7,3.6,18.0,21.9,,,,Oklahoma State
Tulsa,1994,Missouri Valley,12,21,7,0.75,83.4,73.2,10.93,2.5,29.6,63.5,0.466,21.4,43.3,0.495,8.2,20.3,0.404,16.0,23.2,0.691,,,41.8,18.4,7.9,2.4,14.4,17.3,,,"UCLA, Oklahoma State",Arkansas
Western Kentucky,1994,Sun Belt,11,20,10,0.667,77.5,70.0,8.07,1.67,28.5,60.8,0.468,22.7,43.5,0.523,5.7,17.3,0.331,14.8,23.1,0.641,,,39.1,14.4,9.3,4.4,17.3,21.8,,,,Texas
Maryland,1994,ACC,10,16,11,0.593,80.0,73.2,14.13,7.4,28.9,63.4,0.457,24.2,50.0,0.485,4.7,13.4,0.352,17.4,25.5,0.681,,,39.8,16.7,10.1,5.9,17.9,20.8,,,"Saint Louis, Massachusetts",Michigan
Georgetown,1994,Big East,9,18,11,0.621,73.0,65.7,17.39,12.05,24.7,57.5,0.43,20.5,43.9,0.466,4.3,13.6,0.313,19.4,27.4,0.707,,,39.2,13.7,8.5,4.3,17.1,21.4,,,Illinois,Arkansas
Illinois,1994,Big Ten,8,17,10,0.63,84.0,74.8,19.11,9.9,29.8,62.1,0.479,24.0,46.5,0.515,5.8,15.6,0.372,18.8,26.1,0.717,,,38.6,17.3,6.1,2.8,13.4,18.8,,,,Georgetown
Saint Louis,1994,Great Midwest,7,23,5,0.821,80.6,70.2,12.75,3.14,28.1,60.8,0.463,19.4,38.3,0.507,8.7,22.6,0.387,15.6,22.0,0.71,,,32.9,17.6,9.5,1.1,12.7,17.6,,,,Maryland
Texas,1994,SWC,6,25,7,0.781,91.7,79.6,15.11,2.94,33.5,71.7,0.467,26.6,50.9,0.523,6.9,20.8,0.329,17.9,27.6,0.65,,,40.8,16.7,13.3,3.9,16.1,21.9,,,Western Kentucky,Michigan
UCLA,1994,Pac-10,5,21,6,0.778,86.1,76.5,16.31,6.77,32.3,67.1,0.482,28.4,55.6,0.511,3.9,11.5,0.343,17.5,25.0,0.701,,,43.9,17.7,7.8,4.3,16.4,21.4,,,,Tulsa
Oklahoma State,1994,Big Eight,4,23,9,0.719,80.5,68.8,17.65,8.37,28.5,58.8,0.485,20.9,40.6,0.515,7.6,18.2,0.417,15.9,23.7,0.672,,,37.8,19.9,7.8,3.3,14.7,19.2,,,New Mexico State,Tulsa
Michigan,1994,Big Ten,3,21,7,0.75,79.8,73.5,18.46,12.15,30.3,62.1,0.487,24.8,46.6,0.533,5.4,15.5,0.349,13.9,20.7,0.673,,,36.8,16.4,8.3,2.7,15.4,19.7,,,"Pepperdine, Texas, Maryland",Arkansas
UMass,1994,Atlantic 10,2,27,6,0.818,76.4,65.9,16.69,6.21,27.3,61.5,0.444,22.9,47.5,0.481,4.5,14.0,0.32,17.2,27.3,0.632,,,41.9,15.5,7.4,6.1,15.1,20.0,,,Texas State,Maryland
Arkansas,1994,SEC,1,25,3,0.893,93.4,75.6,23.97,7.64,33.9,69.5,0.488,25.1,46.6,0.538,8.9,22.9,0.387,16.7,24.5,0.68,,,41.6,20.2,10.4,3.8,15.9,20.8,,,"North Carolina A&T, Georgetown, Tulsa, Michigan, Arizona, Duke",
Liberty,1994,Big South,16,18,11,0.621,71.7,69.7,-6.66,-6.95,24.8,55.4,0.447,17.7,36.2,0.49,7.0,19.2,0.366,15.2,21.2,0.715,,,36.6,16.0,5.8,4.2,15.6,17.1,,,,North Carolina
Rider,1994,NEC,15,21,8,0.724,76.0,70.6,-0.89,-6.29,27.9,56.8,0.492,23.4,45.2,0.517,4.6,11.5,0.396,15.6,24.0,0.65,,,36.6,15.6,7.8,4.0,15.6,19.8,,,,Connecticut
James Madison,1994,CAA,14,20,9,0.69,83.3,79.7,2.19,-1.41,29.7,59.4,0.499,23.0,42.6,0.54,6.7,16.8,0.396,17.3,24.1,0.717,,,34.7,14.9,5.8,3.8,15.3,18.7,,,,Florida
Drexel,1994,NAC,13,25,4,0.862,76.5,65.6,3.27,-6.21,26.6,59.2,0.449,19.8,41.1,0.481,6.8,18.1,0.376,16.5,26.2,0.631,,,42.1,16.8,5.2,2.3,12.2,18.7,,,,Temple
Ohio,1994,MAC,12,25,7,0.781,80.8,69.2,11.5,0.21,28.0,58.9,0.475,21.7,42.9,0.506,6.3,16.1,0.392,18.5,27.6,0.672,,,39.8,14.8,5.8,5.1,14.9,19.4,,,,Indiana
Penn,1994,Ivy League,11,24,2,0.923,76.4,64.2,5.92,-5.15,26.9,60.6,0.443,19.5,39.6,0.491,7.4,21.0,0.354,15.2,21.4,0.711,,,36.9,14.6,9.3,3.0,12.3,17.5,,,Nebraska,Florida
George Washington,1994,Atlantic 10,10,17,11,0.607,69.3,66.4,9.17,6.27,24.1,59.2,0.407,18.0,40.9,0.441,6.1,18.3,0.333,14.9,23.0,0.647,,,40.5,13.1,7.8,4.3,14.7,21.5,,,UAB,Connecticut
Boston College,1994,Big East,9,20,10,0.667,78.2,70.0,16.78,9.81,27.8,58.9,0.471,20.9,41.9,0.498,6.9,17.0,0.404,15.8,23.1,0.682,,,37.8,15.8,6.9,2.1,13.6,17.8,,,"Washington State, North Carolina, Indiana",Florida
Washington State,1994,Pac-10,8,20,10,0.667,76.0,69.0,13.77,7.66,27.3,57.8,0.472,20.2,38.5,0.523,7.1,19.3,0.37,14.3,20.4,0.7,,,36.5,13.8,7.5,3.0,15.6,19.0,,,,Boston College
UAB,1994,Great Midwest,7,22,7,0.759,71.4,60.2,14.69,3.49,25.9,59.1,0.439,19.2,41.5,0.463,6.7,17.6,0.381,12.8,18.9,0.68,,,37.7,12.7,7.7,2.9,12.0,17.3,,,,George Washington
Nebraska,1994,Big Eight,6,20,9,0.69,87.3,80.6,13.56,6.86,31.9,65.9,0.483,25.4,47.1,0.539,6.5,18.8,0.344,17.1,23.0,0.745,,,40.0,19.4,8.9,3.9,15.9,21.0,,,,Pennsylvania
Indiana,1994,Big Ten,5,19,8,0.704,80.9,77.1,16.04,12.18,27.7,57.3,0.484,21.7,44.0,0.493,6.1,13.4,0.454,19.4,25.9,0.75,,,38.2,17.4,6.1,4.2,15.9,18.4,,,"Ohio, Temple",Boston College
Temple,1994,Atlantic 10,4,22,7,0.759,63.8,54.7,17.28,8.24,23.2,55.6,0.416,18.1,40.6,0.444,5.1,15.0,0.34,12.4,19.3,0.639,,,37.5,10.1,8.2,3.5,8.5,13.4,,,Drexel,Indiana
Florida,1994,SEC,3,25,7,0.781,75.1,67.9,16.18,9.08,26.6,58.6,0.454,21.3,43.9,0.486,5.3,14.7,0.36,16.5,23.4,0.705,,,39.9,14.3,8.2,3.9,16.0,18.5,,,"James Madison, Pennsylvania, Connecticut, Boston College",Duke
Connecticut,1994,Big East,2,27,4,0.871,84.9,68.6,22.58,6.26,30.7,62.1,0.495,25.1,46.8,0.536,5.6,15.3,0.369,17.8,24.7,0.721,,,41.5,18.5,8.7,6.4,15.4,18.8,,,"Rider, George Washington",Florida
North Carolina,1994,ACC,1,27,6,0.818,85.6,72.4,22.62,9.39,31.2,62.5,0.499,27.1,50.0,0.541,4.1,12.5,0.33,19.1,28.8,0.665,,,43.7,18.5,8.1,6.3,15.2,16.5,,,Liberty,Boston College
Coastal Carolina,1993,Big South,16,22,9,0.71,77.8,70.9,-3.91,-7.88,27.9,58.3,0.479,21.8,43.3,0.504,6.1,15.1,0.405,15.8,22.6,0.701,,,35.7,15.0,7.8,3.8,14.1,16.4,,,,Michigan
Santa Clara,1993,West Coast,15,18,11,0.621,68.9,66.4,1.41,0.24,23.3,54.1,0.43,17.0,36.1,0.471,6.3,18.0,0.348,16.1,23.0,0.702,,,34.7,14.5,6.5,1.6,12.8,19.8,,,Arizona,Temple
Boise State,1993,Big Sky,14,21,7,0.75,75.5,69.7,0.35,-4.28,26.9,56.7,0.474,22.7,43.3,0.524,4.2,13.4,0.311,17.6,24.6,0.718,,,34.8,14.6,8.6,3.8,16.0,20.6,,,,Vanderbilt
Southern,1993,SWAC,13,20,9,0.69,97.1,85.5,2.0,-7.48,34.7,74.9,0.463,26.4,53.5,0.493,8.3,21.5,0.388,19.5,30.4,0.639,,,45.9,17.3,12.5,4.5,17.8,20.2,,,Georgia Tech,George Washington
George Washington,1993,Atlantic 10,12,21,9,0.7,76.4,69.1,11.56,4.26,26.6,59.3,0.448,21.2,44.7,0.473,5.4,14.6,0.371,17.9,28.6,0.625,,,42.2,12.3,5.7,4.6,,21.2,,,"New Mexico, Southern",Michigan
Long Beach State,1993,Big West,11,22,9,0.71,78.5,71.1,8.25,2.39,27.6,56.9,0.485,21.3,40.6,0.525,6.3,16.3,0.385,17.1,24.6,0.695,,,34.8,17.1,8.3,2.1,15.9,19.3,,,,Illinois
Missouri,1993,Big Eight,10,19,13,0.594,74.3,67.7,13.38,9.11,27.0,58.8,0.459,22.3,45.7,0.488,4.7,13.1,0.36,15.5,25.6,0.606,,,39.3,16.1,7.6,3.1,14.2,19.0,,,,Temple
UCLA,1993,Pac-10,9,21,10,0.677,78.4,76.1,11.35,9.05,29.8,59.4,0.503,26.3,49.6,0.531,3.5,9.8,0.358,15.2,22.6,0.671,,,40.4,16.0,8.1,5.5,16.4,18.8,,,Iowa State,Michigan
Iowa State,1993,Big Eight,8,20,10,0.667,81.3,69.6,18.65,8.05,30.5,62.4,0.489,25.3,45.0,0.561,5.3,17.4,0.302,15.0,19.8,0.759,,,34.3,18.2,10.6,2.6,14.3,16.2,,,,UCLA
Temple,1993,Atlantic 10,7,17,12,0.586,69.2,66.5,12.92,10.23,24.8,56.9,0.436,18.9,39.7,0.475,5.9,17.2,0.346,13.7,21.4,0.64,,,34.8,10.8,8.4,3.0,10.1,15.7,,,"Missouri, Santa Clara, Vanderbilt",Michigan
Illinois,1993,Big Ten,6,18,12,0.6,75.9,73.3,11.83,9.27,27.4,57.3,0.479,22.5,43.8,0.513,4.9,13.5,0.367,16.2,23.4,0.689,,,36.1,15.5,5.6,2.9,15.2,17.9,,,Long Beach State,Vanderbilt
New Mexico,1993,WAC,5,24,6,0.8,69.8,63.2,8.97,3.3,24.8,54.2,0.457,17.1,34.5,0.496,7.7,19.7,0.39,12.6,19.8,0.636,,,34.6,14.5,6.5,4.3,12.0,15.8,,,,George Washington
Georgia Tech,1993,ACC,4,19,10,0.655,77.7,75.2,12.95,10.39,30.2,61.1,0.494,25.3,48.4,0.522,4.9,12.7,0.385,12.5,18.2,0.684,,,39.2,19.6,6.4,5.0,16.2,15.4,,,,Southern
Vanderbilt,1993,SEC,3,26,5,0.839,83.0,69.9,19.81,6.4,29.0,58.0,0.5,21.3,39.3,0.542,7.7,18.7,0.412,17.3,23.7,0.729,,,35.5,17.0,8.1,2.9,14.3,16.7,,,"Boise State, Illinois",Temple
Arizona,1993,Pac-10,2,24,3,0.889,83.6,71.4,20.5,8.28,30.3,61.9,0.488,25.1,47.6,0.528,5.1,14.3,0.357,18.0,26.3,0.684,,,43.1,17.4,6.9,4.4,15.9,18.6,,,,Santa Clara
Michigan,1993,Big Ten,1,26,4,0.867,81.9,71.8,22.01,11.89,31.4,63.0,0.498,27.2,51.1,0.533,4.2,12.0,0.35,14.9,22.8,0.653,,,41.5,16.3,6.8,5.4,15.6,18.6,,,"Coastal Carolina, UCLA, George Washington, Temple, Kentucky",North Carolina
Wright State,1993,Mid-Continent,16,20,9,0.69,89.1,78.4,3.1,-5.97,32.9,63.7,0.516,27.8,50.3,0.553,5.1,13.5,0.379,18.2,25.1,0.725,,,37.9,18.3,10.8,2.7,16.5,19.0,,,,Indiana
Ball State,1993,MAC,15,26,7,0.788,71.2,64.3,1.32,-4.68,24.6,52.7,0.466,20.4,41.6,0.489,4.2,11.1,0.38,17.9,25.7,0.696,,,35.3,13.6,5.9,2.5,14.9,16.3,,,,Kansas
Southern Illinois,1993,Missouri Valley,14,23,9,0.719,77.1,69.0,9.33,2.14,27.8,59.8,0.465,23.5,46.9,0.5,4.3,12.8,0.337,17.2,24.8,0.693,,,39.7,13.6,8.0,4.0,14.9,21.1,,,,Duke
Delaware,1993,NAC,13,22,7,0.759,74.8,69.0,-0.63,-5.63,25.8,58.8,0.44,22.1,47.3,0.468,3.7,11.4,0.324,19.4,27.9,0.697,,,42.0,12.7,7.7,4.6,15.8,17.2,,,,Louisville
Marquette,1993,Great Midwest,12,20,7,0.741,73.8,60.4,15.68,2.29,26.1,54.2,0.481,21.4,42.5,0.503,4.7,11.7,0.399,17.0,22.9,0.743,,,36.9,18.1,6.4,4.4,13.7,16.2,,,,Oklahoma State
