team,year,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating
New Mexico,1996,77.8,69.5,11.55,3.42,26.9,54.6,0.493,20.3,37.1,0.547,6.7,17.5,0.381,17.2,24.7,0.699,,,36.5,15.6,6.9,4.2,14.5,18.4,,
Bradley,1996,71.2,65.0,9.71,3.54,24.6,55.2,0.446,19.4,41.6,0.467,5.2,13.6,0.383,16.7,23.9,0.699,,,35.8,14.9,7.2,3.2,12.5,18.0,,
Stanford,1996,75.2,66.7,14.85,6.33,25.3,56.9,0.445,20.1,41.6,0.483,5.3,15.3,0.344,19.2,25.4,0.758,,,37.0,16.1,6.2,1.8,13.3,18.1,,
Kansas State,1996,67.9,67.7,7.75,7.71,23.6,56.1,0.42,19.1,42.9,0.446,4.4,13.2,0.335,16.4,25.3,0.648,,,38.1,12.9,6.8,4.2,16.2,18.4,,
New Orleans,1996,72.6,68.1,5.96,1.46,26.0,57.2,0.455,19.7,39.6,0.497,6.3,17.5,0.359,14.3,21.6,0.661,,,38.0,15.0,6.9,2.7,16.5,20.0,,
Arkansas,1996,77.6,74.0,11.66,8.08,28.7,64.9,0.442,22.9,47.2,0.486,5.8,17.8,0.324,14.4,23.1,0.624,,,39.8,15.2,9.1,4.5,16.9,20.5,,
Monmouth,1996,68.8,65.2,-1.89,-5.56,24.5,52.4,0.467,20.2,40.7,0.498,4.2,11.8,0.36,15.7,22.6,0.694,,,33.0,15.3,7.8,3.4,13.6,16.7,,
Northern Illinois,1996,75.0,66.0,4.37,-3.59,27.1,59.9,0.452,20.5,41.1,0.499,6.6,18.8,0.349,14.3,21.7,0.657,,,40.5,15.5,6.6,3.6,13.0,16.7,,
Mississippi Valley State,1996,85.7,76.5,-5.56,-11.92,31.9,69.0,0.463,26.2,50.9,0.515,5.7,18.1,0.316,16.2,26.2,0.619,,,48.3,13.8,8.3,3.8,17.9,17.9,,
UCF,1996,74.8,79.8,-10.0,-3.83,26.6,58.6,0.454,19.9,39.9,0.498,6.7,18.7,0.358,14.9,21.0,0.712,,,37.0,14.8,5.8,3.4,18.4,21.8,,
Connecticut,1996,82.6,64.7,26.05,8.19,30.3,63.9,0.475,22.9,45.8,0.501,7.4,18.1,0.408,14.6,19.9,0.731,,,43.4,18.8,8.2,5.4,15.5,17.1,,
Cincinnati,1996,79.6,65.2,22.11,7.69,28.5,61.0,0.466,23.0,45.7,0.503,5.5,15.4,0.357,17.2,25.5,0.676,,,41.2,16.5,8.4,3.2,13.9,21.2,,
Georgia Tech,1996,80.2,76.0,16.95,12.7,28.6,60.0,0.477,20.4,38.5,0.531,8.2,21.6,0.381,14.7,20.9,0.703,,,36.3,17.3,8.0,3.6,14.8,16.8,,
UCLA,1996,77.4,70.6,14.15,7.34,28.9,54.8,0.528,25.1,44.6,0.563,3.8,10.1,0.376,15.7,23.3,0.675,,,37.3,16.4,6.5,5.2,17.9,17.0,,
Mississippi State,1996,73.1,65.6,16.19,8.72,25.9,54.2,0.478,19.6,37.8,0.519,6.3,16.4,0.384,14.9,21.0,0.711,,,39.0,15.3,6.5,5.1,17.1,16.3,,
Indiana,1996,75.8,69.1,17.61,10.88,26.0,55.1,0.472,20.1,40.0,0.503,5.9,15.2,0.391,17.8,25.3,0.703,,,37.0,16.3,6.2,3.6,15.1,18.3,,
Temple,1996,60.0,58.2,11.08,9.29,21.4,54.9,0.389,15.8,36.2,0.437,5.5,18.6,0.296,11.8,18.9,0.622,,,37.9,9.9,7.4,2.6,11.8,15.3,,
Duke,1996,75.4,69.8,16.06,10.48,26.8,60.2,0.445,19.3,40.4,0.479,7.5,19.8,0.376,14.4,20.4,0.703,,,34.9,14.2,6.0,3.6,13.5,19.2,,
Eastern Michigan,1996,83.7,74.3,11.54,3.72,30.4,63.5,0.479,24.7,47.4,0.522,5.7,16.1,0.355,17.1,24.2,0.707,,,37.1,15.3,7.8,3.9,12.0,18.4,,
Oklahoma,1996,79.0,73.1,12.79,6.83,28.8,64.8,0.444,21.9,45.6,0.479,6.9,19.2,0.359,14.6,20.6,0.709,,,40.7,16.1,6.7,2.7,12.9,19.2,,
Boston College,1996,78.2,70.5,16.93,9.23,26.8,58.0,0.461,20.3,39.7,0.512,6.4,18.3,0.352,18.2,25.8,0.706,,,40.1,14.3,7.2,3.1,15.9,19.0,,
VCU,1996,73.9,66.4,7.42,-0.09,27.0,57.8,0.466,22.3,43.2,0.517,4.6,14.6,0.317,15.3,23.5,0.65,,,40.2,15.5,7.5,3.9,16.9,16.8,,
Princeton,1996,59.1,51.7,2.53,-4.15,20.7,44.0,0.47,13.3,22.8,0.585,7.3,21.1,0.346,10.5,15.2,0.689,,,26.8,12.0,5.5,1.9,11.3,17.2,,
Austin Peay,1996,79.2,74.1,-0.4,-4.19,29.6,61.6,0.481,22.6,42.9,0.526,7.0,18.7,0.376,13.0,19.0,0.684,,,34.3,17.5,8.6,4.2,13.0,15.6,,
UNC Greensboro,1996,71.0,65.7,-1.95,-7.18,24.8,53.8,0.461,18.0,37.1,0.486,6.8,16.8,0.408,14.5,22.1,0.654,,,36.8,15.1,6.3,4.0,15.2,16.2,,
Colgate,1996,72.1,73.2,-4.67,-3.63,25.5,56.9,0.448,19.3,39.8,0.485,6.2,17.2,0.361,14.9,22.8,0.654,,,36.8,13.4,6.6,6.5,16.2,18.6,,
Kentucky,1996,91.4,69.4,32.14,10.05,33.3,68.4,0.487,25.9,49.8,0.52,7.4,18.6,0.397,17.5,24.5,0.713,,,41.7,21.8,12.1,4.9,15.4,20.3,,
