team,year,ncaa_wins,ncaa_loss,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating
Kentucky,2000,St. Bonaventure,Syracuse,69.1,62.8,18.52,12.71,24.0,56.8,0.423,18.3,37.3,0.492,5.7,19.5,0.292,15.3,22.3,0.688,14.3,25.1,39.4,12.9,6.1,5.6,15.2,16.3,101.6,92.5
UCLA,2000,"Ball State, Maryland",Iowa State,75.5,70.3,15.29,10.11,28.8,60.1,0.48,22.6,43.4,0.522,6.2,16.7,0.371,11.6,19.8,0.587,13.5,24.4,37.9,16.5,8.5,4.4,16.6,19.0,104.4,97.2
Auburn,2000,Creighton,Iowa State,71.3,64.4,13.59,8.2,25.7,62.3,0.413,19.0,41.9,0.455,6.7,20.4,0.327,13.2,20.1,0.655,15.7,23.6,39.3,12.9,7.3,3.2,13.2,17.1,102.9,92.9
Utah,2000,Saint Louis,Michigan State,70.4,61.8,12.23,4.36,24.4,50.8,0.482,17.5,32.8,0.533,6.9,17.9,0.387,14.6,20.3,0.719,10.2,23.5,33.7,15.5,6.2,2.8,14.4,18.3,109.6,96.3
Saint Louis,2000,,Utah,64.4,63.8,8.99,8.39,22.1,51.4,0.43,17.7,38.3,0.461,4.4,13.1,0.338,15.8,23.0,0.686,11.9,23.3,35.3,12.2,7.7,3.8,17.8,20.2,94.3,93.4
Creighton,2000,,Auburn,73.0,66.4,8.28,1.64,24.8,52.0,0.477,16.1,31.0,0.518,8.8,21.0,0.416,14.6,20.3,0.72,9.5,23.3,32.8,15.5,7.9,2.3,14.7,18.3,108.8,98.9
Ball State,2000,,UCLA,74.2,69.0,7.83,3.17,26.9,59.4,0.453,20.0,42.0,0.475,6.9,17.4,0.4,13.5,22.0,0.612,12.8,23.9,36.7,13.8,8.3,4.2,13.5,17.1,105.1,97.7
St. Bonaventure,2000,,Kentucky,68.9,64.7,9.45,5.29,24.7,55.4,0.447,19.0,38.8,0.49,5.7,16.5,0.346,13.7,20.7,0.661,13.9,22.6,36.5,12.5,8.3,2.8,15.7,18.1,102.7,96.5
Samford,2000,,Syracuse,72.6,62.4,3.2,-5.8,25.8,51.5,0.5,16.0,26.4,0.606,9.8,25.1,0.389,11.3,16.1,0.699,8.3,22.8,31.1,17.0,7.2,3.2,13.7,16.6,112.1,96.4
Iona,2000,,Maryland,78.8,75.9,-1.22,-4.13,27.3,60.5,0.451,22.5,46.8,0.482,4.7,13.8,0.344,19.5,26.9,0.725,14.3,26.7,41.0,17.1,7.5,7.0,18.0,19.6,102.2,98.4
Central Connecticut State,2000,,Iowa State,73.6,63.6,0.42,-9.55,26.8,59.5,0.451,22.1,46.1,0.479,4.8,13.4,0.356,15.2,21.5,0.707,14.3,26.4,40.7,14.5,8.9,5.0,15.5,17.9,103.7,89.6
Valparaiso,2000,,Michigan State,66.5,62.7,-2.89,-3.71,23.7,53.2,0.445,16.6,33.8,0.489,7.1,19.3,0.368,12.0,18.4,0.651,12.5,24.2,36.6,14.3,7.4,3.8,16.7,17.4,100.5,94.8
Stanford,2000,South Carolina State,North Carolina,78.9,59.7,25.65,7.12,26.4,56.5,0.468,18.5,36.7,0.505,7.9,19.8,0.4,18.2,25.6,0.71,12.9,29.4,42.2,17.4,4.5,5.4,14.5,16.7,112.1,84.7
Cincinnati,2000,UNC Wilmington,Tulsa,77.6,61.5,24.62,8.5,27.2,56.7,0.48,22.2,42.8,0.519,5.0,13.9,0.359,18.2,25.9,0.701,12.3,26.4,38.7,15.5,7.2,6.8,13.6,17.2,110.7,87.7
Ohio State,2000,Appalachian State,Miami (FL),72.7,61.7,17.55,6.55,26.6,58.3,0.456,21.7,43.1,0.505,4.8,15.2,0.318,14.8,21.0,0.704,12.7,24.8,37.5,12.9,6.5,6.7,12.6,17.4,106.5,90.4
Tennessee,2000,"Louisiana, Connecticut",North Carolina,79.7,67.8,18.93,8.12,27.5,61.2,0.45,19.5,38.9,0.501,8.1,22.3,0.361,16.5,24.2,0.683,14.5,25.3,39.8,14.6,8.8,5.8,15.8,18.7,108.0,92.0
Connecticut,2000,Utah State,Tennessee,74.6,65.3,16.93,7.58,27.3,59.2,0.462,22.1,45.5,0.484,5.3,13.6,0.386,14.7,20.2,0.728,14.5,24.8,39.2,15.1,6.6,5.1,14.1,17.0,109.3,95.6
Miami (FL),2000,"Arkansas, Ohio State",Tulsa,69.0,62.6,11.83,5.39,25.0,58.0,0.431,21.1,45.0,0.468,3.9,12.9,0.3,15.2,20.3,0.748,14.4,23.3,37.7,14.6,8.4,3.7,14.8,18.1,100.6,91.2
Tulsa,2000,"Nevada-Las Vegas, Cincinnati, Miami (FL)",North Carolina,80.4,62.9,19.94,2.42,28.4,60.1,0.472,21.2,39.4,0.539,7.1,20.6,0.346,16.5,23.4,0.705,13.0,24.6,37.6,17.1,11.7,4.7,15.4,19.7,109.9,85.9
North Carolina,2000,"Missouri, Stanford, Tennessee, Tulsa",Florida,75.4,70.2,17.0,11.8,28.2,57.4,0.491,23.5,43.7,0.537,4.7,13.7,0.343,14.4,20.6,0.7,12.1,26.6,38.7,16.9,5.8,4.9,14.9,16.1,107.9,100.5
Missouri,2000,,North Carolina,74.3,69.9,12.55,8.22,24.9,58.8,0.423,15.5,32.8,0.472,9.4,25.9,0.362,15.1,21.3,0.71,10.8,22.7,33.5,13.7,8.9,2.0,13.3,19.4,103.5,97.5
UNLV,2000,,Tulsa,82.2,75.0,9.74,2.52,30.0,65.9,0.455,24.6,48.9,0.503,5.4,17.0,0.316,16.9,24.8,0.681,14.9,27.1,42.0,20.1,8.5,4.5,17.7,20.2,103.6,94.5
Arkansas,2000,,Miami (FL),74.4,69.8,12.37,7.76,27.4,63.8,0.429,18.8,39.3,0.478,8.6,24.5,0.351,11.0,18.3,0.603,13.3,20.8,34.1,13.5,11.1,3.5,14.5,20.7,101.0,94.8
Utah State,2000,,Connecticut,70.5,61.2,8.82,1.89,25.9,55.5,0.466,20.1,39.8,0.507,5.7,15.8,0.362,13.1,20.9,0.628,12.2,24.1,36.3,14.3,6.9,3.7,13.3,17.1,106.6,92.5
Louisiana-Lafayette,2000,,Tennessee,71.8,67.7,2.36,-1.58,25.9,60.2,0.43,20.0,42.5,0.47,5.9,17.7,0.333,14.1,22.9,0.616,14.9,11.6,26.5,14.6,8.0,3.4,,6.2,,
Appalachian State,2000,,Ohio State,79.1,69.6,2.49,-3.75,28.6,58.8,0.486,22.3,42.7,0.523,6.3,16.1,0.388,15.6,22.0,0.709,11.7,24.3,36.0,16.7,10.2,4.0,15.8,19.6,107.6,94.7
UNC Wilmington,2000,,Cincinnati,60.1,57.5,2.41,-0.24,21.5,51.9,0.415,15.8,36.6,0.432,5.7,15.3,0.372,11.4,18.1,0.629,10.4,24.3,34.7,12.1,7.1,2.2,18.3,18.3,88.7,84.8
South Carolina State,2000,,Stanford,70.2,71.2,-10.41,-9.38,24.4,62.3,0.392,18.1,43.5,0.416,6.3,18.8,0.334,15.1,22.5,0.673,17.4,23.6,41.0,10.9,7.0,4.1,14.3,14.3,101.0,102.6
Arizona,2000,Jackson State,Wisconsin,76.4,67.2,18.96,9.7,26.6,58.1,0.457,22.0,43.9,0.501,4.6,14.2,0.322,18.7,25.6,0.73,12.1,26.3,38.4,15.8,7.5,5.6,15.0,14.6,104.4,91.7
St. John's,2000,Northern Arizona,Gonzaga,73.7,66.4,14.26,6.96,28.2,60.7,0.464,23.6,46.3,0.51,4.5,14.4,0.314,12.9,19.1,0.677,,,34.3,16.4,10.7,2.7,12.1,19.1,,
Oklahoma,2000,Winthrop,Purdue,74.9,62.3,19.25,6.63,27.0,58.9,0.458,19.2,38.7,0.497,7.7,20.2,0.383,13.2,18.6,0.71,13.0,23.9,36.9,15.4,7.1,2.6,12.8,18.9,110.6,92.0
LSU,2000,"Southeast Missouri State, Texas",Wisconsin,75.8,62.7,18.9,5.78,26.9,55.3,0.487,21.1,38.9,0.544,5.8,16.4,0.351,16.2,25.2,0.643,13.2,27.2,40.4,14.8,9.2,5.3,17.4,16.1,106.0,87.7
Texas,2000,Indiana State,Louisiana State,74.5,63.7,20.43,9.61,26.5,56.7,0.468,20.9,41.8,0.5,5.6,14.8,0.378,15.8,24.5,0.646,13.1,26.2,39.3,14.6,7.4,5.1,15.6,18.0,105.1,89.9
Purdue,2000,"Dayton, Oklahoma, Gonzaga",Wisconsin,73.7,66.1,16.87,9.56,25.0,56.3,0.444,18.9,39.0,0.485,6.1,17.3,0.35,17.7,25.9,0.684,13.9,22.1,36.0,14.2,7.7,3.1,14.9,17.6,106.3,95.3
Louisville,2000,,Gonzaga,73.2,66.2,14.93,8.76,27.4,58.8,0.466,22.1,42.6,0.518,5.3,16.2,0.328,13.1,18.6,0.704,12.3,21.4,33.7,16.7,9.2,4.4,15.8,18.4,103.2,93.3
Wisconsin,2000,"Fresno State, Arizona, Louisiana State, Purdue",Michigan State,59.9,55.8,16.67,12.5,21.3,49.8,0.427,15.5,33.1,0.469,5.8,16.7,0.344,11.7,17.1,0.681,8.3,22.5,30.8,13.3,6.6,2.8,11.3,18.3,98.0,91.2
Fresno State,2000,,Wisconsin,82.3,76.7,9.17,3.58,30.0,63.7,0.471,21.8,40.4,0.54,8.2,23.4,0.351,14.1,20.0,0.703,12.4,26.1,38.5,19.2,8.3,4.7,15.0,17.6,109.9,102.5
Gonzaga,2000,"Louisville, St. John's (NY)",Purdue,77.7,66.0,16.38,4.64,27.6,57.5,0.479,20.1,37.1,0.543,7.4,20.4,0.364,15.1,22.7,0.665,11.7,26.2,37.9,16.8,5.8,4.3,13.4,18.6,112.1,95.2
Dayton,2000,,Purdue,71.4,64.9,9.95,3.46,24.3,56.0,0.433,17.2,36.9,0.466,7.0,19.0,0.369,15.9,22.3,0.713,14.4,22.8,37.2,13.3,6.9,2.3,13.8,18.0,108.1,98.3
Indiana State,2000,,Texas,66.8,63.4,6.54,3.23,23.6,54.3,0.435,18.6,40.2,0.463,5.0,14.2,0.355,14.5,20.5,0.705,9.8,23.3,33.1,12.7,9.1,3.3,13.2,17.2,98.7,93.8
Southeast Missouri State,2000,,Louisiana State,69.5,61.6,4.41,-2.48,24.1,54.2,0.445,17.9,36.2,0.495,6.2,18.0,0.346,15.0,21.4,0.702,11.2,25.6,36.8,12.4,6.1,5.3,15.4,17.5,102.0,90.5
Winthrop,2000,,Oklahoma,73.1,64.7,-1.04,-7.41,24.4,57.3,0.426,16.1,33.9,0.474,8.4,23.4,0.358,15.9,23.9,0.664,13.1,25.9,39.0,13.5,7.2,3.5,15.8,19.5,102.8,90.9
Northern Arizona,2000,,St. John's (NY),73.5,68.8,4.34,1.37,25.0,52.5,0.477,16.5,30.7,0.537,8.5,21.7,0.391,15.1,20.1,0.751,9.5,26.0,35.5,15.9,3.9,3.1,16.6,18.5,106.6,99.8
Jackson State,2000,,Arizona,66.8,68.2,-12.19,-10.38,23.2,56.8,0.409,20.5,45.8,0.446,2.8,11.0,0.251,17.6,27.6,0.639,16.0,24.7,40.7,12.5,7.6,5.2,19.0,20.4,91.2,93.1
Duke,2001,"Monmouth, Missouri, UCLA, Southern California, Maryland, Arizona",,90.7,70.5,32.18,11.98,31.2,64.9,0.481,20.8,37.8,0.55,10.4,27.1,0.385,17.9,25.7,0.696,13.8,24.8,38.6,18.0,10.5,5.0,13.6,16.9,117.8,91.5
Kentucky,2001,"Holy Cross, Iowa",Southern California,79.8,70.6,20.32,11.12,29.1,60.3,0.482,21.9,39.5,0.553,7.2,20.8,0.346,14.5,22.1,0.655,13.6,24.9,38.6,15.9,6.7,4.4,15.1,18.6,110.2,97.5
Boston College,2001,Southern Utah,Southern California,79.6,66.5,17.99,5.19,27.5,60.4,0.454,20.3,40.1,0.506,7.2,20.3,0.353,17.5,24.6,0.709,15.2,21.3,36.4,14.5,10.2,3.0,13.2,20.4,113.6,95.0
UCLA,2001,"Hofstra, Utah State",Duke,79.5,74.4,17.13,12.07,28.2,60.8,0.463,22.3,44.1,0.504,5.9,16.7,0.355,17.2,25.9,0.663,13.8,24.3,38.1,14.5,7.8,4.0,16.1,20.9,105.5,98.8
Ohio State,2001,,Utah State,71.2,63.6,15.68,8.16,25.0,53.1,0.471,19.5,38.8,0.504,5.5,14.3,0.381,15.7,22.5,0.699,11.5,23.7,35.2,15.3,5.2,5.2,15.2,19.6,105.8,94.6
USC,2001,"Oklahoma State, Boston College, Kentucky",Duke,77.1,71.2,16.54,10.84,26.4,57.5,0.459,20.3,39.9,0.508,6.1,17.6,0.348,18.1,25.7,0.706,12.4,24.4,36.8,15.1,7.6,4.4,15.1,18.1,106.7,98.5
Iowa,2001,Creighton,Kentucky,74.1,70.5,14.25,10.71,23.3,54.1,0.43,17.3,37.8,0.458,6.0,16.4,0.366,21.5,30.5,0.705,13.8,24.8,38.6,13.5,5.5,2.4,14.9,22.4,106.1,101.0
Georgia,2001,,Missouri,72.8,72.8,12.72,12.75,27.3,58.7,0.464,22.7,45.5,0.499,4.6,13.3,0.345,13.7,20.4,0.672,12.8,25.7,38.5,15.2,6.3,4.8,15.6,18.4,104.8,104.9
Missouri,2001,Georgia,Duke,75.5,72.8,10.76,9.2,25.7,61.1,0.42,17.2,38.8,0.443,8.5,22.2,0.38,15.8,22.5,0.701,14.1,24.0,38.2,12.7,7.8,4.0,15.1,20.6,103.9,100.1
Creighton,2001,,Iowa,72.7,63.2,12.41,3.01,24.6,55.7,0.442,16.8,34.0,0.495,7.8,21.7,0.359,15.6,22.3,0.702,11.2,22.7,33.9,15.3,9.2,3.6,13.3,20.2,106.2,92.5
Oklahoma State,2001,,Southern California,71.0,64.5,10.83,4.73,25.6,55.1,0.464,21.3,41.9,0.508,4.3,13.2,0.327,15.5,24.5,0.633,12.1,25.8,38.0,13.5,8.0,3.8,16.9,18.9,99.6,90.5
Utah State,2001,Ohio State,UCLA,70.7,57.6,9.99,-1.48,25.1,51.6,0.485,19.2,36.5,0.525,5.9,15.1,0.39,14.7,21.9,0.673,10.9,23.7,34.6,15.0,6.5,3.9,14.3,17.1,109.0,88.8
Hofstra,2001,,UCLA,72.8,62.2,5.12,-5.47,25.3,53.5,0.473,19.9,37.2,0.535,5.4,16.2,0.332,16.8,26.0,0.647,12.0,25.6,37.6,13.4,7.6,3.8,16.5,17.6,103.6,88.5
Southern Utah,2001,,Boston College,72.4,65.0,3.01,-3.42,25.3,51.7,0.489,18.9,35.8,0.528,6.4,15.9,0.4,15.5,21.7,0.713,10.8,21.4,32.2,14.9,10.4,2.8,15.2,19.8,108.6,97.6
Holy Cross,2001,,Kentucky,67.8,62.3,-0.31,-5.84,21.3,47.9,0.445,16.8,35.0,0.48,4.5,12.9,0.351,20.6,31.3,0.657,12.9,25.6,38.5,12.8,6.3,5.2,17.1,19.4,101.1,92.9
Monmouth,2001,,Duke,70.3,65.3,-3.82,-8.86,24.4,53.7,0.454,17.9,35.3,0.507,6.5,18.4,0.353,15.1,21.9,0.689,9.7,24.4,34.0,14.2,9.0,3.4,15.2,16.7,100.8,93.6
Stanford,2001,"UNC Greensboro, Saint Joseph's, Cincinnati",Maryland,83.2,65.5,25.77,9.86,28.0,54.9,0.511,20.6,37.6,0.549,7.4,17.3,0.429,19.7,26.6,0.743,10.7,25.9,36.6,16.7,5.5,3.2,12.9,22.9,119.4,94.0
Iowa State,2001,,Hampton,79.1,68.2,15.9,4.87,26.5,56.0,0.474,20.7,41.9,0.493,5.9,14.1,0.417,20.1,27.6,0.728,12.1,27.5,39.6,13.8,6.1,3.3,15.1,20.5,109.6,94.6
Maryland,2001,"George Mason, Georgia State, Georgetown, Stanford",Duke,85.2,72.4,23.83,10.99,31.1,64.3,0.484,25.4,49.3,0.516,5.7,15.0,0.38,17.3,24.8,0.696,15.1,26.0,41.1,19.2,8.9,5.9,14.5,19.8,113.6,96.5
Indiana,2001,,Kent State,70.8,64.3,17.58,11.05,25.2,55.8,0.453,19.9,41.1,0.485,5.3,14.7,0.362,15.0,23.6,0.636,11.1,26.2,37.3,15.1,6.8,5.2,14.6,19.1,100.8,91.5
Cincinnati,2001,"Brigham Young, Kent State",Stanford,73.9,65.5,16.19,7.85,26.3,59.3,0.444,20.2,42.2,0.479,6.1,17.1,0.357,15.1,21.7,0.697,13.3,21.5,34.7,12.9,5.5,3.4,10.9,19.0,110.0,97.6
Wisconsin,2001,,Georgia State,59.4,56.6,14.9,12.08,19.8,46.5,0.426,13.8,30.1,0.46,6.0,16.4,0.365,13.8,19.6,0.702,8.0,21.9,30.0,12.3,5.9,2.3,11.6,17.9,99.4,94.7
Arkansas,2001,,Georgetown,79.9,68.8,17.25,6.15,28.4,64.2,0.443,19.6,40.3,0.487,8.8,23.9,0.368,14.2,20.6,0.69,13.2,22.3,35.5,15.4,11.8,4.0,14.5,21.1,106.8,91.9
Georgia Tech,2001,,Saint Joseph's,75.6,72.9,14.52,11.79,25.9,60.7,0.426,17.2,37.4,0.46,8.7,23.3,0.371,15.2,22.1,0.69,11.5,26.0,37.5,16.3,7.9,4.5,15.8,21.5,100.2,96.6
Saint Joseph's,2001,Georgia Tech,Stanford,79.5,71.3,12.73,4.46,27.4,56.9,0.482,19.7,35.2,0.559,7.7,21.7,0.356,17.0,24.5,0.693,11.2,26.5,37.6,17.9,6.2,3.9,14.5,19.8,110.2,98.8
Georgetown,2001,"Arkansas, Hampton",Maryland,78.0,67.5,12.06,1.58,28.0,64.1,0.437,22.4,47.1,0.475,5.6,17.0,0.332,16.4,24.8,0.661,18.4,26.5,44.9,16.6,9.8,6.0,16.7,21.0,105.3,91.2
Georgia State,2001,Wisconsin,Maryland,79.4,68.7,5.25,-3.71,27.3,60.8,0.449,19.2,37.9,0.507,8.1,22.9,0.354,16.7,23.8,0.702,13.0,21.5,34.4,13.2,10.3,3.8,12.8,18.1,110.8,95.9
BYU,2001,,Cincinnati,70.4,62.7,10.95,3.48,22.5,49.1,0.459,16.9,34.4,0.493,5.6,14.7,0.381,19.7,25.3,0.78,8.8,23.0,31.9,12.5,6.2,3.3,13.1,14.9,108.7,96.8
Kent State,2001,Indiana,Cincinnati,70.3,62.3,8.69,1.44,24.2,56.4,0.429,18.9,41.2,0.459,5.3,15.2,0.349,16.6,21.7,0.763,11.9,20.6,32.4,12.6,6.9,3.1,10.2,19.7,108.3,95.9
George Mason,2001,,Maryland,70.9,65.4,5.12,-0.35,26.1,56.8,0.46,21.4,42.2,0.507,4.7,14.6,0.323,13.9,21.1,0.659,11.9,22.0,33.9,13.7,8.4,4.3,14.3,18.1,103.3,95.3
Hampton,2001,Iowa State,Georgetown,77.2,70.2,-3.66,-10.6,26.6,57.7,0.46,20.3,39.7,0.511,6.3,18.0,0.348,17.8,26.1,0.684,13.6,25.3,38.8,14.0,6.8,5.8,15.3,18.6,107.6,97.8
UNC Greensboro,2001,,Stanford,73.6,71.9,-5.02,-5.85,24.9,56.2,0.444,19.0,40.7,0.467,5.9,15.5,0.383,17.8,23.2,0.769,11.1,22.8,33.8,13.4,8.7,3.8,15.3,20.9,103.2,100.8
Michigan State,2001,"Alabama State, Fresno State, Gonzaga, Temple",Arizona,77.4,61.8,25.12,9.54,29.0,59.3,0.489,24.6,45.6,0.539,4.4,13.7,0.322,14.9,20.8,0.719,15.6,27.0,42.5,17.5,6.4,4.0,13.7,18.5,115.3,92.1
North Carolina,2001,Princeton,Penn State,79.1,70.9,19.95,11.77,28.6,59.8,0.479,22.9,44.0,0.52,5.7,15.7,0.364,16.1,24.1,0.67,12.5,28.8,41.3,17.5,7.4,5.6,15.7,17.5,106.5,95.5
Florida,2001,Western Kentucky,Temple,80.9,67.1,21.36,7.55,27.4,56.9,0.481,19.1,35.4,0.541,8.3,21.5,0.383,17.9,24.5,0.729,10.3,26.6,36.9,17.4,8.7,3.7,14.5,19.0,111.4,92.4
Oklahoma,2001,,Indiana State,74.4,64.3,15.56,5.5,26.0,58.3,0.446,18.7,39.0,0.479,7.3,19.3,0.381,15.0,20.2,0.74,12.7,23.2,35.9,13.5,8.5,2.8,12.7,21.4,109.0,94.3
Virginia,2001,,Gonzaga,85.0,74.8,18.93,8.73,29.4,64.6,0.455,22.3,45.5,0.491,7.0,19.1,0.369,19.2,26.0,0.736,15.1,23.9,39.0,14.5,7.6,3.4,13.8,20.3,112.7,99.2
Texas,2001,,Temple,70.5,65.0,14.25,8.89,24.1,58.5,0.412,17.8,40.1,0.443,6.3,18.4,0.343,16.0,24.6,0.65,14.2,25.4,39.6,12.2,7.9,5.6,14.8,22.7,100.1,92.3
Penn State,2001,"Providence, North Carolina",Temple,76.8,74.9,12.43,10.55,25.3,59.5,0.426,16.9,36.5,0.462,8.4,22.9,0.367,17.8,23.3,0.764,10.6,21.8,32.4,14.6,8.5,3.5,12.3,19.9,106.4,103.8
California,2001,,Fresno State,74.3,68.6,14.77,9.09,26.2,54.8,0.479,20.5,38.6,0.533,5.7,16.2,0.35,16.2,23.6,0.686,9.1,23.1,32.2,16.4,7.3,2.1,13.7,18.4,105.5,97.5
Fresno State,2001,California,Michigan State,81.5,71.0,15.64,5.13,28.9,61.5,0.47,21.6,41.0,0.527,7.3,20.5,0.355,16.4,24.0,0.681,11.8,25.8,37.6,17.9,10.0,6.3,16.7,19.0,109.8,95.7
Providence,2001,,Penn State,76.1,66.1,13.74,5.44,26.0,58.4,0.446,18.0,38.3,0.469,8.0,20.1,0.4,16.1,22.4,0.719,12.6,23.8,36.4,16.3,9.2,5.5,15.1,20.8,106.2,92.3
Temple,2001,"Texas, Florida, Penn State",Michigan State,70.4,63.9,16.2,9.77,25.0,58.6,0.427,17.4,36.6,0.477,7.6,22.0,0.345,12.7,18.2,0.7,13.4,22.4,35.7,11.2,7.3,3.7,8.3,15.8,113.3,103.0
Gonzaga,2001,"Virginia, Indiana State",Michigan State,82.4,68.8,12.57,0.32,27.7,54.3,0.51,20.3,36.0,0.564,7.4,18.4,0.404,19.5,28.7,0.681,11.2,27.2,38.3,16.3,5.8,4.1,14.3,18.8,116.3,97.1
Indiana State,2001,Oklahoma,Gonzaga,72.9,67.8,6.97,2.51,25.3,55.1,0.46,19.1,37.6,0.507,6.3,17.5,0.359,16.0,22.7,0.705,9.8,21.6,31.4,15.3,7.0,2.9,11.8,16.9,108.0,100.4
Western Kentucky,2001,,Florida,74.3,60.9,8.69,-1.63,26.2,57.7,0.454,19.3,38.2,0.506,6.9,19.5,0.352,15.0,21.7,0.691,14.2,25.8,40.0,14.6,7.9,5.0,14.6,19.0,108.2,88.8
Princeton,2001,,North Carolina,57.9,58.1,-2.53,-1.88,20.0,44.6,0.449,11.9,21.6,0.551,8.1,22.9,0.352,9.8,13.4,0.727,6.4,19.2,25.6,14.2,6.7,2.3,12.6,16.9,100.8,101.2
Alabama State,2001,,Michigan State,68.9,63.9,-8.99,-13.74,24.4,55.3,0.441,19.1,38.9,0.49,5.3,16.3,0.326,14.8,22.5,0.658,12.5,25.5,37.9,13.2,8.4,3.0,16.5,16.2,98.7,91.5
Illinois,2001,"Northwestern State, Charlotte, Kansas",Arizona,77.9,65.9,23.32,11.38,26.5,58.5,0.454,19.5,39.1,0.499,7.1,19.4,0.364,17.7,25.1,0.705,13.7,26.3,40.0,15.7,7.7,4.2,15.0,22.1,108.4,91.8
Arizona,2001,"Eastern Illinois, Butler, Mississippi, Illinois, Michigan State",Duke,81.3,66.3,26.84,12.56,28.2,59.2,0.476,22.8,44.1,0.518,5.4,15.1,0.355,19.5,26.1,0.748,13.5,26.3,39.8,16.3,7.9,4.4,15.2,17.5,111.5,90.9
Ole Miss,2001,"Iona, Notre Dame",Arizona,71.3,64.6,15.1,9.24,24.7,55.9,0.442,18.3,37.2,0.492,6.4,18.7,0.342,15.5,23.7,0.654,11.9,23.2,35.1,14.3,8.1,3.3,14.3,20.5,102.4,92.8
Kansas,2001,"Cal State Northridge, Syracuse",Illinois,82.0,69.3,20.23,9.04,30.4,60.5,0.502,24.8,46.4,0.535,5.5,14.1,0.394,15.8,23.9,0.659,13.4,29.2,42.6,19.4,6.6,5.2,16.1,19.6,110.2,93.1
Syracuse,2001,Hawaii,Kansas,72.8,67.5,11.14,5.82,26.0,59.7,0.436,20.6,43.4,0.474,5.4,16.2,0.335,15.3,21.4,0.715,13.0,22.7,35.7,16.0,9.6,6.0,13.0,20.0,104.4,96.7
Notre Dame,2001,Xavier,Mississippi,77.9,69.3,14.36,5.69,27.1,58.8,0.462,19.8,39.8,0.499,7.3,19.0,0.384,16.4,23.8,0.688,12.3,28.1,40.5,17.6,6.6,5.9,14.5,16.7,108.1,96.0
Wake Forest,2001,,Butler,76.5,66.5,20.53,10.5,27.9,60.5,0.462,22.0,44.0,0.5,5.9,16.5,0.358,14.8,20.3,0.727,11.4,25.4,36.8,15.5,7.3,4.5,12.5,19.1,107.8,93.7
Tennessee,2001,,Charlotte,80.8,75.6,15.54,10.32,27.5,60.0,0.459,19.8,38.9,0.508,7.8,21.1,0.369,18.0,26.4,0.68,12.8,26.7,39.4,16.0,7.0,5.8,16.0,21.6,106.9,100.0
Charlotte,2001,Tennessee,Illinois,78.3,71.9,14.24,7.91,26.5,60.5,0.437,17.2,34.8,0.494,9.2,25.7,0.36,16.1,23.5,0.685,12.5,25.9,38.4,14.3,7.0,2.9,12.7,20.1,108.4,99.7
Butler,2001,Wake Forest,Arizona,69.6,60.8,12.55,3.98,23.6,51.3,0.46,15.8,32.1,0.491,7.8,19.3,0.407,14.6,20.4,0.716,9.5,19.3,28.8,12.1,6.9,2.8,11.8,15.8,109.8,95.9
Xavier,2001,,Notre Dame,73.4,65.9,12.15,4.59,24.3,57.0,0.427,18.2,36.8,0.495,6.1,20.2,0.303,18.6,26.5,0.703,13.5,25.3,38.8,13.7,7.2,4.0,14.3,19.0,104.3,93.6
Hawaii,2001,,Syracuse,72.7,73.1,6.88,7.23,25.7,54.9,0.468,20.0,38.6,0.518,5.7,16.4,0.349,15.6,21.5,0.725,10.8,21.4,32.2,18.0,5.9,2.4,16.6,19.5,102.5,103.0
Cal State Northridge,2001,,Kansas,82.8,75.3,5.95,0.25,28.4,57.6,0.494,21.7,40.5,0.535,6.8,17.1,0.397,19.2,27.0,0.709,11.7,24.5,36.2,19.0,8.3,2.4,15.3,22.4,111.3,101.2
Iona,2001,,Mississippi,77.2,72.0,0.25,-4.1,27.6,57.5,0.481,22.8,44.9,0.508,4.8,12.6,0.383,17.2,24.9,0.689,11.5,26.1,37.5,14.6,7.8,5.5,16.9,21.7,103.1,96.0
Eastern Illinois,2001,,Arizona,82.7,78.7,0.99,-2.45,29.5,62.3,0.474,22.1,43.5,0.509,7.4,18.8,0.394,16.3,21.0,0.775,11.6,24.7,36.3,16.6,6.4,3.7,13.8,18.6,111.0,105.6
Northwestern State,2001,Winthrop,Illinois,71.6,74.9,-11.1,-7.81,24.0,58.0,0.414,18.5,40.8,0.454,5.5,17.2,0.318,18.2,27.4,0.662,12.8,24.0,36.8,12.3,9.6,4.2,16.8,23.9,95.1,99.4
Maryland,2002,"Siena, Wisconsin, Kentucky, Connecticut, Kansas, Indiana",,85.0,70.9,23.46,9.35,30.1,62.4,0.482,24.1,46.3,0.519,6.0,16.1,0.374,18.8,25.9,0.726,13.1,27.9,41.1,19.8,8.4,6.0,13.8,17.8,,
Connecticut,2002,"Hampton, NC State, Southern Illinois",Maryland,77.8,69.2,15.38,7.59,28.6,59.2,0.483,24.1,47.7,0.505,4.5,11.5,0.394,16.1,23.1,0.696,13.6,27.0,40.6,14.5,7.5,6.9,16.0,18.0,,
